lon,lat,Intensity
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
100.2,19.8,0.0
154.9,7.600000000000001,15.0
154.1,7.800000000000001,15.0
153.2,8.0,15.0
152.4,8.2,15.0
151.7,8.2,15.0
150.9,8.1,20.0
150.2,8.1,20.0
149.5,8.0,20.0
148.7,8.0,20.0
147.9,8.1,20.0
147.1,8.2,20.0
146.3,8.3,20.0
145.4,8.4,20.0
144.5,8.5,20.0
143.6,8.6,20.0
142.5,8.7,20.0
141.4,8.8,20.0
140.3,9.0,20.0
139.2,9.5,20.0
138.2,10.0,20.0
137.0,10.6,20.0
135.9,11.3,25.0
135.2,11.9,30.0
134.7,12.8,35.0
134.0,13.6,40.0
133.1,14.3,45.0
132.2,14.9,50.0
131.3,15.3,55.0
130.4,15.5,55.0
129.6,15.8,55.0
128.8,16.0,60.0
128.3,16.1,60.0
127.8,16.2,65.0
127.2,16.3,65.0
126.6,16.5,65.0
126.1,16.7,70.0
125.7,16.9,65.0
125.2,17.0,65.0
124.7,16.9,70.0
124.2,16.8,75.0
123.8,16.5,80.0
123.5,16.4,85.0
123.0,16.2,80.0
122.5,16.1,75.0
121.8,16.0,70.0
120.9,15.7,60.0
120.1,15.4,50.0
118.8,15.2,55.0
117.8,15.2,55.0
117.0,15.4,55.0
116.2,15.7,55.0
115.1,15.8,55.0
114.2,15.8,55.0
113.4,15.8,60.0
112.8,15.9,60.0
112.3,16.2,65.0
111.7,16.4,65.0
111.1,16.8,70.0
110.3,17.4,70.0
109.1,18.1,65.0
107.8,18.4,65.0
106.6,18.5,65.0
105.6,18.7,60.0
104.7,18.8,50.0
103.7,19.2,40.0
102.5,19.3,35.0
101.2,19.4,30.0
100.0,20.1,25.0
98.9,20.7,25.0
97.99999999999999,21.3,20.0
96.9,22.2,20.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
96.9,22.2,0.0
159.2,9.7,20.0
157.6,10.0,20.0
155.9,10.2,20.0
154.3,10.2,25.0
152.7,10.5,25.0
151.6,10.8,25.0
150.7,11.5,25.0
149.9,12.2,25.0
149.0,12.2,30.0
148.0,11.8,30.0
147.0,11.3,35.0
145.7,11.1,40.0
144.2,11.1,40.0
142.6,11.1,40.0
141.2,11.3,45.0
140.3,11.4,45.0
139.7,11.6,45.0
139.0,11.8,50.0
138.2,12.2,55.0
137.1,12.8,60.0
135.9,13.5,65.0
134.8,14.0,70.0
133.7,14.6,75.0
132.8,15.2,85.0
131.8,15.9,100.0
131.1,16.7,110.0
130.6,17.3,120.0
130.2,17.9,130.0
130.0,18.5,125.0
129.8,19.0,120.0
129.5,19.5,115.0
129.0,19.9,115.0
128.6,20.1,115.0
128.2,20.4,115.0
127.8,20.6,115.0
127.4,21.0,110.0
127.0,21.3,110.0
126.8,21.6,105.0
126.5,22.2,95.0
126.3,23.0,90.0
126.2,24.1,90.0
126.0,25.2,85.0
126.0,26.6,85.0
126.2,28.1,85.0
126.6,30.0,85.0
127.0,31.8,85.0
128.7,34.0,75.0
130.9,36.8,65.0
133.0,39.6,55.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
133.0,39.6,0.0
173.0,7.0,15.0
170.7,7.600000000000001,15.0
168.5,8.2,15.0
167.0,8.5,20.0
